game,index,music_no,title,file,name_src,start,intro_bytes,total_bytes,loop_start,loop_end,loop_bytes,intro_sec,total_sec,loop_sec,rate,ch,bits,title_note
th13,24,13,聖徳伝説　～ True Administrator,th13_17.wav,musiccmt,336325016,2602200,32563680,338927216,368888696,29961480,14.752,184.601,169.85,44100,2,16,
th13,25,16,神社の新しい風,th13_18.wav,musiccmt,368888696,259584,15528448,369148280,384417144,15268864,1.472,88.03,86.558,44100,2,16,
th13,26,17,デザイアドリーム,th13_19.wav,musiccmt,384417144,24170752,26522624,408587896,410939768,2351872,137.022,150.355,13.333,44100,2,16,
th13,27,14,妖怪裏参道,th13_20.wav,musiccmt,410939768,1457280,24019744,412397048,434959512,22562464,8.261,136.166,127.905,44100,2,16,
th13,28,,妖怪裏参道（霊界トランス）,th13_20b.wav,ini,434959512,728640,12009872,435688152,446969384,11281232,8.261,136.166,127.905,22050,2,16,
th13,29,15,佐渡の二ッ岩,th13_22.wav,musiccmt,446969384,2398880,25539360,449368264,472508744,23140480,13.599,144.781,131.182,44100,2,16,
th13,30,,佐渡の二ッ岩（霊界トランス）,th13_22b.wav,ini,472508744,1199440,12769680,473708184,485278424,11570240,13.599,144.781,131.182,22050,2,16,
th13,31,,プレイヤーズスコア,th128_08.wav,ini,485278424,1879240,6741184,487157664,492019608,4861944,10.653,38.215,27.562,44100,2,16,
th14,1,1,不思議なお祓い棒,th14_01.wav,musiccmt,16,2862544,20787040,2862560,20787056,17924496,16.228,117.84,101.613,44100,2,16,
th14,2,2,ミストレイク,th14_02.wav,musiccmt,20787056,1431744,16328960,22218800,37116016,14897216,8.116,92.568,84.451,44100,2,16,
th14,3,3,秘境のマーメイド,th14_03.wav,musiccmt,37116016,414080,15806464,37530096,52922480,15392384,2.347,89.606,87.258,44100,2,16,
th14,4,4,運河を行き交う人妖,th14_04.wav,musiccmt,52922480,2696320,17992304,55618800,70914784,15295984,15.285,101.997,86.712,44100,2,16,
th14,5,5,柳の下のデュラハン,th14_05.wav,musiccmt,70914784,368944,19075552,71283728,89990336,18706608,2.092,108.138,106.047,44100,2,16,
th14,6,6,満月の竹林,th14_06.wav,musiccmt,89990336,983792,25544080,90974128,115534416,24560288,5.577,144.808,139.231,44100,2,16,
th14,7,7,孤独なウェアウルフ,th14_07.wav,musiccmt,115534416,2346816,18686592,117881232,134221008,16339776,13.304,105.933,92.629,44100,2,16,
th14,8,8,マジカルストーム,th14_09.wav,musiccmt,134221008,7280624,32628304,141501632,166849312,25347680,41.273,184.968,143.694,44100,2,16,
th14,9,9,幻想浄瑠璃,th14_10.wav,musiccmt,166849312,5390560,25375296,172239872,192224608,19984736,30.559,143.851,113.292,44100,2,16,
th14,10,10,空中に沈む輝針城,th14_11.wav,musiccmt,192224608,3661512,25976864,195886120,218201472,22315352,20.757,147.261,126.504,44100,2,16,
th14,11,11,リバースイデオロギー,th14_12.wav,musiccmt,218201472,926016,23152464,219127488,241353936,22226448,5.25,131.25,126.0,44100,2,16,
th14,12,12,針小棒大の天守閣,th14_14.wav,musiccmt,241353936,3320064,18044160,244674000,259398096,14724096,18.821,102.291,83.47,44100,2,16,
th14,13,13,輝く針の小人族　～ Little Princess,th14_15.wav,musiccmt,259398096,1161216,40399744,260559312,299797840,39238528,6.583,229.023,222.441,44100,2,16,
th14,14,16,小槌の魔力,th14_16.wav,musiccmt,299797840,525568,14936992,300323408,314734832,14411424,2.979,84.677,81.697,44100,2,16,
th14,15,17,不思議な不思議な道具達,th14_17.wav,musiccmt,314734832,3123264,13558784,317858096,328293616,10435520,17.706,76.864,59.158,44100,2,16,
th14,16,14,魔力の雷雲,th14_18.wav,musiccmt,328293616,1838432,25953984,330132048,354247600,24115552,10.422,147.131,136.709,44100,2,16,
th14,17,15,始原のビート　～ Pristine Beat,th14_19.wav,musiccmt,354247600,2544832,36842752,356792432,391090352,34297920,14.426,208.859,194.433,44100,2,16,
th14,18,,プレイヤーズスコア,th128_08.wav,ini,391090352,1879240,6741184,392969592,397831536,4861944,10.653,38.215,27.562,44100,2,16,
th143,1,1,反則の狼煙を上げろ,th143_01.wav,musiccmt,16,2891584,20954816,2891600,20954832,18063232,16.392,118.791,102.399,44100,2,16,
th143,2,2,不可能弾幕には反則を,th143_02.wav,musiccmt,20954832,2560512,22360448,23515344,43315280,19799936,14.515,126.76,112.245,44100,2,16,
th143,3,3,ミッドナイトスペルカード,th143_05.wav,musiccmt,43315280,1355828,16173440,44671108,59488720,14817612,7.686,91.686,84.0,44100,2,16,
th143,4,4,ロマンチック逃飛行,th143_06.wav,musiccmt,59488720,2444560,22494304,61933280,81983024,20049744,13.858,127.519,113.661,44100,2,16,
th143,5,5,永遠の三日天下,th143_07.wav,musiccmt,81983024,797504,35092840,82780528,117075864,34295336,4.521,198.939,194.418,44100,2,16,
th143,6,6,秘境のマーメイド,th14_03.wav,musiccmt,117075864,414080,15806464,117489944,132882328,15392384,2.347,89.606,87.258,44100,2,16,
th143,7,7,リバースイデオロギー,th14_12.wav,musiccmt,132882328,926016,23152464,133808344,156034792,22226448,5.25,131.25,126.0,44100,2,16,
th143,8,8,幻想浄瑠璃,th14_10.wav,musiccmt,156034792,5390560,25375296,161425352,181410088,19984736,30.559,143.851,113.292,44100,2,16,
th143,9,9,妖怪の山　～ Mysterious Mountain,th125_06.wav,musiccmt,181410088,2120352,15224352,183530440,196634440,13104000,12.02,86.306,74.286,44100,2,16,
th143,10,,プレイヤーズスコア,th128_08.wav,reuse,196634440,1879240,6741184,198513680,203375624,4861944,10.653,38.215,27.562,44100,2,16,
th15,1,1,宇宙巫女現る,th15_01.wav,musiccmt,16,1198848,26032976,1198864,26032992,24834128,6.796,147.579,140.783,44100,2,16,
th15,2,2,忘れがたき、よすがの緑,th15_02.wav,musiccmt,26032992,815744,19631744,26848736,45664736,18816000,4.624,111.291,106.667,44100,2,16,
th15,3,3,兎は舞い降りた,th15_04.wav,musiccmt,45664736,2504592,18350992,48169328,64015728,15846400,14.198,104.031,89.832,44100,2,16,
th15,4,4,湖は浄めの月光を映して,th15_03.wav,musiccmt,64015728,483584,20543808,64499312,84559536,20060224,2.741,116.461,113.72,44100,2,16,
th15,5,5,九月のパンプキン,th15_05.wav,musiccmt,84559536,3187840,21549440,87747376,106108976,18361600,18.072,122.162,104.091,44100,2,16,
th15,6,6,宇宙を飛ぶ不思議な巫女,th15_06.wav,musiccmt,106108976,610560,27529664,106719536,133638640,26919104,3.461,156.064,152.603,44100,2,16,
th15,7,7,永遠の春夢,th15_07.wav,musiccmt,133638640,4198460,30687744,137837100,164326384,26489284,23.801,173.967,150.166,44100,2,16,
th15,8,8,凍り付いた永遠の都,th15_08.wav,musiccmt,164326384,4370560,30731904,168696944,195058288,26361344,24.776,174.217,149.441,44100,2,16,
th15,9,9,逆転するホイールオブフォーチュン,th15_09.wav,musiccmt,195058288,1059712,30572736,196118000,225631024,29513024,6.007,173.315,167.307,44100,2,16,
th15,10,10,遥か３８万キロのボヤージュ,th15_10.wav,musiccmt,225631024,1252736,36904320,226883760,262535344,35651584,7.102,209.208,202.106,44100,2,16,
th15,11,11,星条旗のピエロ,th15_11.wav,musiccmt,262535344,4703232,42335232,267238576,304870576,37632000,26.662,239.996,213.333,44100,2,16,
th15,12,12,故郷の星が映る海,th15_12.wav,musiccmt,304870576,9413376,27134976,314283952,332005552,17721600,53.364,153.826,100.463,44100,2,16,
th15,13,13,ピュアヒューリーズ　～ 心の在処,th15_13.wav,musiccmt,332005552,1079296,50151168,333084848,382156720,49071872,6.118,284.304,278.185,44100,2,16,
th15,14,14,見た事も無い悪夢の世界,th15_16.wav,musiccmt,382156720,2041344,37691904,384198064,419848624,35650560,11.572,213.673,202.101,44100,2,16,
th15,15,15,パンデモニックプラネット,th15_17.wav,musiccmt,419848624,2032256,39581184,421880880,459429808,37548928,11.521,224.383,212.862,44100,2,16,
th15,16,16,神社から見える月,th15_14.wav,musiccmt,459429808,486288,8952976,459916096,468382784,8466688,2.757,50.754,47.997,44100,2,16,
th15,17,17,宇宙巫女帰還する,th15_15.wav,musiccmt,468382784,1771008,15317760,470153792,483700544,13546752,10.04,86.835,76.796,44100,2,16,
th15,18,,プレイヤーズスコア,th128_08.wav,ini,483700544,1879240,6741184,485579784,490441728,4861944,10.653,38.215,27.562,44100,2,16,
th16,1,1,桜舞い散る天空,th16_01.wav,musiccmt,16,1174528,15562752,1174544,15562768,14388224,6.658,88.224,81.566,44100,2,16,
th16,2,2,希望の星は青霄に昇る,th16_02.wav,musiccmt,15562768,633712,18885832,16196480,34448600,18252120,3.592,107.063,103.47,44100,2,16,
th16,3,3,真夏の妖精の夢,th16_03.wav,musiccmt,34448600,1070848,19214720,35519448,53663320,18143872,6.071,108.927,102.856,44100,2,16,
th16,4,4,色無き風は妖怪の山に,th16_04.wav,musiccmt,53663320,1124608,20704640,54787928,74367960,19580032,6.375,117.373,110.998,44100,2,16,
th16,5,5,山奥のエンカウンター,th16_05.wav,musiccmt,74367960,2286080,18132224,76654040,92500184,15846144,12.96,102.79,89.831,44100,2,16,
th16,6,6,桜色の海を泳いで,th16_06.wav,musiccmt,92500184,571888,22818424,93072072,115318608,22246536,3.242,129.356,126.114,44100,2,16,
th16,7,7,一対の神獣,th16_07.wav,musiccmt,115318608,7488468,23333564,122807076,138652172,15845096,42.452,132.276,89.825,44100,2,16,
th16,8,8,幻想のホワイトトラベラー,th16_08.wav,musiccmt,138652172,844640,29527840,139496812,168180012,28683200,4.788,167.391,162.603,44100,2,16,
th16,9,9,魔法の笠地蔵,th16_09.wav,musiccmt,168180012,979792,18599504,169159804,186779516,17619712,5.554,105.439,99.885,44100,2,16,
th16,10,10,禁断の扉の向こうは、この世かあの世か,th16_10.wav,musiccmt,186779516,1026560,31159680,187806076,217939196,30133120,5.82,176.642,170.823,44100,2,16,
th16,11,11,クレイジーバックダンサーズ,th16_11.wav,musiccmt,217939196,3568512,24244736,221507708,242183932,20676224,20.23,137.442,117.212,44100,2,16,
th16,12,12,イントゥ・バックドア,th16_13.wav,musiccmt,242183932,2349680,18632336,244533612,260816268,16282656,13.32,105.625,92.305,44100,2,16,
th16,13,13,秘匿されたフォーシーズンズ,th16_12.wav,musiccmt,260816268,1159520,33597984,261975788,294414252,32438464,6.573,190.465,183.892,44100,2,16,
th16,14,16,不自然な自然,th16_14.wav,musiccmt,294414252,5175040,10191872,299589292,304606124,5016832,29.337,57.777,28.44,44100,2,16,
th16,15,17,白い旅人,th16_15.wav,musiccmt,304606124,9743488,14056832,314349612,318662956,4313344,55.235,79.687,24.452,44100,2,16,
th16,16,14,もうドアには入れない,th16_16.wav,musiccmt,318662956,588800,31469568,319251756,350132524,30880768,3.338,178.399,175.061,44100,2,16,
th16,17,15,秘神マターラ　～ Hidden Star in All Seasons.,th16_17.wav,musiccmt,350132524,1133056,32003072,351265580,382135596,30870016,6.423,181.423,175.0,44100,2,16,
th16,18,,プレイヤーズスコア,th128_08.wav,ini,382135596,1879240,6741184,384014836,388876780,4861944,10.653,38.215,27.562,44100,2,16,
th165,1,1,悪夢日記,th165_01.wav,musiccmt,16,6741120,18606080,6741136,18606096,11864960,38.215,105.477,67.262,44100,2,16,
th165,2,5,バー・オールドアダム,th165_02.wav,musiccmt,18606096,529152,12483072,19135248,31089168,11953920,3.0,70.766,67.766,44100,2,16,
th165,3,2,ルーシッドドリーマー,th165_04.wav,musiccmt,31089168,689536,18725632,31778704,49814800,18036096,3.909,106.154,102.245,44100,2,16,
th165,4,6,燕石博物誌が連れてきた闇,th165_05.wav,musiccmt,49814800,4422336,19726656,54237136,69541456,15304320,25.07,111.829,86.759,44100,2,16,
th165,5,3,ルナティックドリーマー,th165_06.wav,musiccmt,69541456,2011840,20827200,71553296,90368656,18815360,11.405,118.068,106.663,44100,2,16,
th165,6,4,ナイトメアダイアリー,th165_07.wav,musiccmt,90368656,616192,24243456,90984848,114612112,23627264,3.493,137.435,133.941,44100,2,16,
th165,7,7,永遠の春夢,th15_07.wav,musiccmt,114612112,4198460,30687744,118810572,145299856,26489284,23.801,173.967,150.166,44100,2,16,
th165,8,8,秘匿されたフォーシーズンズ,th16_12.wav,musiccmt,145299856,1159520,33597984,146459376,178897840,32438464,6.573,190.465,183.892,44100,2,16,
th17,1,1,物言わぬ獣の霊,th17_01.wav,musiccmt,16,4759360,15609472,4759376,15609488,10850112,26.98,88.489,61.509,44100,2,16,
th17,2,2,地蔵だけが知る哀嘆,th17_03.wav,musiccmt,15609488,2680704,23455104,18290192,39064592,20774400,15.197,132.965,117.769,44100,2,16,
th17,3,3,ジェリーストーン,th17_04.wav,musiccmt,39064592,1182184,15052888,40246776,54117480,13870704,6.702,85.334,78.632,44100,2,16,
th17,4,4,ロストリバー,th17_05.wav,musiccmt,54117480,3588096,25946368,57705576,80063848,22358272,20.341,147.088,126.748,44100,2,16,
th17,5,5,石の赤子と水中の牛,th17_06.wav,musiccmt,80063848,2123392,21388992,82187240,101452840,19265600,12.037,121.253,109.215,44100,2,16,
th17,6,6,不朽の曼珠沙華,th17_07.wav,musiccmt,101452840,2498256,30014432,103951096,131467272,27516176,14.162,170.15,155.987,44100,2,16,
th17,7,7,セラフィックチキン,th17_08.wav,musiccmt,131467272,1711952,25495152,133179224,156962424,23783200,9.705,144.53,134.825,44100,2,16,
th17,8,8,アンロケイテッドヘル,th17_09.wav,musiccmt,156962424,4265472,34272896,161227896,191235320,30007424,24.181,194.291,170.11,44100,2,16,
th17,9,9,トータスドラゴン　～ 幸運と不運,th17_10.wav,musiccmt,191235320,367232,29732800,191602552,220968120,29365568,2.082,168.553,166.471,44100,2,16,
th17,10,10,ビーストメトロポリス,th17_11.wav,musiccmt,220968120,893824,27352832,221861944,248320952,26459008,5.067,155.061,149.994,44100,2,16,
th17,11,11,セラミックスの杖刀人,th17_12.wav,musiccmt,248320952,4284036,24696052,252604988,273017004,20412016,24.286,140.0,115.714,44100,2,16,
th17,12,12,エレクトリックヘリテージ,th17_14.wav,musiccmt,273017004,6478080,20846976,279495084,293863980,14368896,36.724,118.18,81.456,44100,2,16,
th17,13,13,偶像に世界を委ねて　～ Idoratrize World,th17_13.wav,musiccmt,293863980,5278080,41262592,299142060,335126572,35984512,29.921,233.915,203.994,44100,2,16,
th17,14,14,輝かしき弱肉強食の掟,th17_17.wav,musiccmt,335126572,4542592,32427008,339669164,367553580,27884416,25.752,183.827,158.075,44100,2,16,
th17,15,15,聖徳太子のペガサス　～ Dark Pegasus,th17_18.wav,musiccmt,367553580,4545472,40405760,372099052,407959340,35860288,25.768,229.058,203.29,44100,2,16,
th17,16,16,畜生達の休息,th17_15.wav,musiccmt,407959340,4389120,9723648,412348460,417682988,5334528,24.882,55.123,30.241,44100,2,16,
th17,17,17,地下からの帰還,th17_16.wav,musiccmt,417682988,16085760,20538880,433768748,438221868,4453120,91.189,116.434,25.244,44100,2,16,
th17,18,,プレイヤーズスコア,th128_08.wav,ini,438221868,1879240,6741184,440101108,444963052,4861944,10.653,38.215,27.562,44100,2,16,
th18,1,1,虹の架かる幻想郷,th18_01.wav,musiccmt,16,493216,19403296,493232,19403312,18910080,2.796,109.996,107.2,44100,2,16,
th18,2,2,妖異達の通り雨,th18_03.wav,musiccmt,19403312,4341120,20692416,23744432,40095728,16351296,24.61,117.304,92.694,44100,2,16,
th18,3,3,大吉キトゥン,th18_04.wav,musiccmt,40095728,402432,16839680,40498160,56935408,16437248,2.281,95.463,93.182,44100,2,16,
th18,4,4,深緑に隠された断崖,th18_05.wav,musiccmt,56935408,2484416,18063872,59419824,74999280,15579456,14.084,102.403,88.319,44100,2,16,
th18,5,5,バンデットリィテクノロジー,th18_06.wav,musiccmt,74999280,1147904,19766272,76147184,94765552,18618368,6.507,112.054,105.546,44100,2,16,
th18,6,6,駒草咲くパーペチュアルスノー,th18_07.wav,musiccmt,94765552,1654784,30745600,96420336,125511152,29090816,9.381,174.295,164.914,44100,2,16,
th18,7,7,スモーキングドラゴン,th18_08.wav,musiccmt,125511152,1133824,23309312,126644976,148820464,22175488,6.428,132.139,125.711,44100,2,16,
th18,8,8,廃れゆく産業遺構,th18_09.wav,musiccmt,148820464,5291168,36978720,154111632,185799184,31687552,29.995,209.63,179.635,44100,2,16,
th18,9,9,神代鉱石,th18_10.wav,musiccmt,185799184,2119680,26646780,187918864,212445964,24527100,12.016,151.059,139.043,44100,2,16,
th18,10,10,待ちわびた逢魔が時,th18_11.wav,musiccmt,212445964,706208,30725984,213152172,243171948,30019776,4.003,174.184,170.18,44100,2,16,
th18,11,11,星降る天魔の山,th18_12.wav,musiccmt,243171948,646880,25577792,243818828,268749740,24930912,3.667,144.999,141.332,44100,2,16,
th18,12,12,ルナレインボー,th18_13.wav,musiccmt,268749740,725056,29073984,269474796,297823724,28348928,4.11,164.819,160.708,44100,2,16,
th18,13,13,あの賑やかな市場は今どこに　～ Immemorial Marketeers,th18_14.wav,musiccmt,297823724,4557728,43956512,302381452,341780236,39398784,25.837,249.187,223.349,44100,2,16,
th18,14,16,嵐の後の日曜日,th18_15.wav,musiccmt,341780236,3743744,10292224,345523980,352072460,6548480,21.223,58.346,37.123,44100,2,16,
th18,15,17,虹色の世界,th18_16.wav,musiccmt,352072460,8984064,13163648,361056524,365236108,4179584,50.93,74.624,23.694,44100,2,16,
th18,16,14,幻想の地下大線路網,th18_17.wav,musiccmt,365236108,876032,30225408,366112140,395461516,29349376,4.966,171.346,166.38,44100,2,16,
th18,17,15,龍王殺しのプリンセス,th18_18.wav,musiccmt,395461516,995520,27890848,396457036,423352364,26895328,5.644,158.111,152.468,44100,2,16,
th18,18,,プレイヤーズスコア,th128_08.wav,ini,423352364,1879240,6741184,425231604,430093548,4861944,10.653,38.215,27.562,44100,2,16,
th185,1,1,コレクターの憂鬱な午後,th185_01.wav,musiccmt,16,658176,21680128,658192,21680144,21021952,3.731,122.903,119.172,44100,2,16,
th185,2,3,妖怪フックオン,th185_02.wav,musiccmt,21680144,324864,13608832,22005008,35288976,13283968,1.842,77.148,75.306,44100,2,16,
th185,3,2,ワクワクする見慣れた幻想郷,th185_03.wav,musiccmt,35288976,287744,33056672,35576720,68345648,32768928,1.631,187.396,185.765,44100,2,16,
th185,4,4,闇市場は場所を選ばない,th185_04.wav,musiccmt,68345648,4409856,31971456,72755504,100317104,27561600,24.999,181.244,156.245,44100,2,16,
th185,5,5,弾幕を持て、バレットフィリア達よ,th185_05.wav,musiccmt,100317104,635392,20101632,100952496,120418736,19466240,3.602,113.955,110.353,44100,2,16,
th185,6,6,１００回目のブラックマーケット,th185_06.wav,musiccmt,120418736,544960,27881824,120963696,148300560,27336864,3.089,158.06,154.971,44100,2,16,
th185,7,8,ルナレインボー,th18_13.wav,musiccmt,148300560,725056,29073984,149025616,177374544,28348928,4.11,164.819,160.708,44100,2,16,
th185,8,9,あの賑やかな市場は今どこに　～ Immemorial Marketeers,th18_14.wav,musiccmt,177374544,4557728,43956512,181932272,221331056,39398784,25.837,249.187,223.349,44100,2,16,
th185,9,10,虹色の世界,th18_16.wav,musiccmt,221331056,8984064,13163648,230315120,234494704,4179584,50.93,74.624,23.694,44100,2,16,
th185,10,7,ルナティックドリーマー,th165_06.wav,musiccmt,234494704,2011840,20827200,236506544,255321904,18815360,11.405,118.068,106.663,44100,2,16,
th19,1,1,獣の知性,th19_01.wav,musiccmt,16,204800,26493888,204816,26493904,26289088,1.161,150.192,149.031,44100,2,16,
th19,2,2,世界は可愛く出来ている,th19_02.wav,musiccmt,26493904,61696,32503528,26555600,58997432,32441832,0.35,184.26,183.911,44100,2,16,
th19,3,3,魔獣スクランブル,th19_03.wav,musiccmt,58997432,251168,22169408,59248600,81166840,21918240,1.424,125.677,124.253,44100,2,16,
th19,4,13,春の湊に,th19_04.wav,musiccmt,81166840,2313344,17132672,83480184,98299512,14819328,13.114,97.124,84.01,44100,2,16,
th19,5,14,忘れがたき、よすがの緑,th19_05.wav,musiccmt,98299512,290816,19107840,98590328,117407352,18817024,1.649,108.321,106.672,44100,2,16,
th19,6,12,一対の神獣,th19_06.wav,musiccmt,117407352,643072,22924288,118050424,140331640,22281216,3.646,129.956,126.311,44100,2,16,
th19,7,4,鬼は悠久の山に,th19_07.wav,musiccmt,140331640,2326592,28216192,142658232,168547832,25889600,13.189,159.956,146.766,44100,2,16,
th19,8,5,タイニーシャングリラ,th19_08.wav,musiccmt,168547832,2317056,30205952,170864888,198753784,27888896,13.135,171.236,158.1,44100,2,16,
th19,9,6,勇敢で有閑な妖獣,th19_09.wav,musiccmt,198753784,274432,29336064,199028216,228089848,29061632,1.556,166.304,164.748,44100,2,16,
th19,10,7,吸血怪獣チュパカブラ,th19_10.wav,musiccmt,228089848,250880,24299136,228340728,252388984,24048256,1.422,137.75,136.328,44100,2,16,
th19,11,8,振り向かない黄泉の道,th19_11.wav,musiccmt,252388984,1544448,28184320,253933432,280573304,26639872,8.755,159.775,151.02,44100,2,16,
th19,12,9,逸脱者達の無礙光　～ Kingdom of Nothingness.,th19_12.wav,musiccmt,280573304,480768,37802496,281054072,318375800,37321728,2.725,214.3,211.574,44100,2,16,
th19,13,10,少女が見た日本の原風景,th19_13.wav,musiccmt,318375800,366208,30320704,318742008,348696504,29954496,2.076,171.886,169.81,44100,2,16,
th19,14,11,妖々跋扈　～ Who done it!,th19_14.wav,musiccmt,348696504,2687872,22979584,351384376,371676088,20291712,15.237,130.27,115.032,44100,2,16,
th19,15,15,死体旅行　～ Be of good cheer!,th19_15.wav,musiccmt,371676088,491904,17846400,372167992,389522488,17354496,2.789,101.17,98.381,44100,2,16,
th19,16,16,待ちわびた逢魔が時,th19_16.wav,musiccmt,389522488,127616,30083072,389650104,419605560,29955456,0.723,170.539,169.816,44100,2,16,
th19,17,17,佐渡の二ッ岩,th19_17.wav,musiccmt,419605560,2263680,25405952,421869240,445011512,23142272,12.833,144.025,131.192,44100,2,16,
th19,18,18,トータスドラゴン　～ 幸運と不運,th19_18.wav,musiccmt,445011512,244096,29609984,445255608,474621496,29365888,1.384,167.857,166.473,44100,2,16,
th19,19,19,聖徳太子のペガサス　～ Dark Pegasus,th19_19.wav,musiccmt,474621496,4169216,40031744,478790712,514653240,35862528,23.635,226.937,203.302,44100,2,16,
th19,20,20,強欲な獣のメメント,th19_20.wav,musiccmt,514653240,247808,44851200,514901048,559504440,44603392,1.405,254.259,252.854,44100,2,16,
th19,21,21,獣王達の休息,th19_21.wav,musiccmt,559504440,320800,5263136,559825240,564767576,4942336,1.819,29.836,28.018,44100,2,16,
th19,22,22,獣に知性はあるか,th19_22.wav,musiccmt,564767576,13904384,16118272,578671960,580885848,2213888,78.823,91.373,12.55,44100,2,16,
th19,23,,戦闘前会話1,th19_90.wav,override,580885848,496128,4730112,581381976,585615960,4233984,2.813,26.815,24.002,44100,2,16,fmt 原名 Undefined_Object1，用户给定
th19,24,,戦闘前会話2,th19_91.wav,override,585615960,264672,4497888,585880632,590113848,4233216,1.5,25.498,23.998,44100,2,16,fmt 原名 Undefined_Object2，用户给定
th20,1,1,錦の上の巫女,th20_01.wav,musiccmt,16,358112,17292480,358128,17292496,16934368,2.03,98.03,96.0,44100,2,16,
th20,2,2,愛おしき塵の住処,th20_02.wav,musiccmt,17292496,2471040,23001472,19763536,40293968,20530432,14.008,130.394,116.386,44100,2,16,
th20,3,3,例え世界から忘れられても,th20_03.wav,musiccmt,40293968,498432,17432128,40792400,57726096,16933696,2.826,98.822,95.996,44100,2,16,
th20,4,4,セイクリッドフォレスト,th20_04.wav,musiccmt,57726096,874016,24779200,58600112,82505296,23905184,4.955,140.472,135.517,44100,2,16,
th20,5,5,森にはお化けがいるよ,th20_05.wav,musiccmt,82505296,2365856,24280896,84871152,106786192,21915040,13.412,137.647,124.235,44100,2,16,
th20,6,6,プレステ・ジョアンの黄金境,th20_06.wav,musiccmt,106786192,1154704,25786592,107940896,132572784,24631888,6.546,146.182,139.637,44100,2,16,
th20,7,7,どうせなら命を賭けて謎を解け,th20_07.wav,musiccmt,132572784,453440,23677952,133026224,156250736,23224512,2.571,134.229,131.658,44100,2,16,
th20,8,8,フォーカラーラビリンス,th20_08.wav,musiccmt,156250736,872192,29884160,157122928,186134896,29011968,4.944,169.411,164.467,44100,2,16,
th20,9,9,鹿狩りのレミニセンス,th20_09.wav,musiccmt,186134896,5001472,31100672,191136368,217235568,26099200,28.353,176.308,147.955,44100,2,16,
th20,10,10,記憶の深海に沈む少女,th20_10.wav,musiccmt,217235568,2756864,31494144,219992432,248729712,28737280,15.628,178.538,162.91,44100,2,16,
th20,11,11,綿月のスペルカード　～ 神海戦,th20_11.wav,musiccmt,248729712,629248,26837376,249358960,275567088,26208128,3.567,152.139,148.572,44100,2,16,
th20,12,12,ピラミッドの神域,th20_13.wav,musiccmt,275567088,362048,17296768,275929136,292863856,16934720,2.052,98.054,96.002,44100,2,16,
th20,13,13,最後の一人は慣れてるから　～ Stone Goddess,th20_12.wav,musiccmt,292863856,2210240,34336192,295074096,327200048,32125952,12.53,194.65,182.12,44100,2,16,
th20,14,14,ファンタスティックドリフト,th20_17.wav,musiccmt,327200048,622336,32871936,327822384,360071984,32249600,3.528,186.349,182.821,44100,2,16,
th20,15,15,二枚貝の上のハルシネーション,th20_18.wav,musiccmt,360071984,362464,31570240,360434448,391642224,31207776,2.055,178.97,176.915,44100,2,16,
th20,16,16,不変の日常,th20_15.wav,musiccmt,391642224,3290976,8438912,394933200,400081136,5147936,18.656,47.84,29.183,44100,2,16,
th20,17,17,愛おしき日常,th20_14.wav,musiccmt,400081136,494528,12913664,400575664,412994800,12419136,2.803,73.207,70.403,44100,2,16,
th20,18,18,生と死のある世界へ,th20_16.wav,musiccmt,412994800,132224,10054800,413127024,423049600,9922576,0.75,57.0,56.25,44100,2,16,
th20,19,,プレイヤーズスコア,th128_08.wav,ini,423049600,1879240,6741184,424928840,429790784,4861944,10.653,38.215,27.562,44100,2,16,
